1.7995,0,1
1.8495,0,1
1.8328,0,1
1.533,0,2
5.3483,0,2
1.9328,0,2
6.6144,0,2
0.90011,0,2
4.2485,0,3
1.1166,0,3
0.85001,0,3
1.1666,0,4
2.8992,0,4
0.78317,0,4
1.2497,0,5
0.96637,0,5
1.6329,0,5
5.0983,0,6
2.3661,0,6
1.9661,0,7
1.4998,1,7
1.5662,0,8
0.99997,0,8
1.0997,0,8
1.8494,1,8
0.71664,0,8
5.0151,0,9
1.1166,0,9
0.58321,0,9
4.5485,1,9
8.4972,0,9
1.3331,0,9
2.7659,0,9
0.76659,0,10
3.2989,1,10
0.79997,0,10
2.7491,0,11
0.61666,0,11
1.1498,0,12
0.54993,0,12
1.3164,0,13
0.48339,0,13
1.1997,0,14
0.73325,1,14
0.86643,0,15
0.59999,0,15
0.8832,0,16
1.1163,0,16
1.3664,1,16
0.73316,0,16
0.7498,0,17
1.4163,0,17
3.199,0,17
1.4664,0,18
1.2331,1,18
1.1663,0,18
1.7162,0,18
0.74989,0,19
0.91655,0,19
0.8666,1,19
1.9996,0,20
2.2993,0,20
1.9829,0,20
8.0142,0,21
0.68321,0,21
0.68333,1,21
1.6497,0,22
0.7664,0,22
0.78323,0,23
2.1827,1,23
0.46671,0,23
1.6828,0,24
0.53333,0,24
5.0984,0,25
2.8326,0,25
2.8658,0,25
1.7495,1,25
0.36667,0,26
1.183,0,26
0.86658,0,26
3.9321,0,27
1.0831,1,27
0.74982,0,28
1.7996,0,28
0.84982,0,28
4.4653,0,29
1.8661,0,29
0.63311,1,29
3.5489,0,30
0.68316,0,30
0.79981,0,31
1.0332,1,31
2.0328,0,32
1.1331,0,32
0.56666,0,32
2.0327,0,33
1.0332,0,33
0.61656,1,33
0.89974,0,34
0.38336,0,34
0.91657,0,35
1.0832,1,35
1.483,0,36
1.7329,0,36
0.66662,0,36
1.0832,0,37
4.0154,1,37
0.48323,0,37
1.2164,0,38
0.88323,0,38
0.86654,0,38
1.333,1,38
0.38328,0,38
2.8158,0,39
0.46673,0,39
0.73324,0,40
0.96639,1,40
0.40008,0,40
0.79993,0,41
0.41672,0,41
0.76662,0,42
1.9997,1,42
0.41676,0,42
2.4493,0,43
0.46669,0,43
0.60003,0,44
1.9495,0,44
0.60021,1,44
1.6496,0,45
0.33334,0,45
7.7641,0,45
1.3832,0,46
0.78328,1,46
1.8331,0,47
0.43352,0,47
4.6485,0,48
0.76651,1,48
1.9827,0,49
1.1498,0,49
0.74982,0,49
2.6659,0,50
6.3146,1,50
0.41674,0,50
5.1483,0,51
0.78337,0,51
1.7162,0,52
1.3663,1,52
2.5159,0,53
0.66685,0,53
1.3664,0,53
0.83322,0,54
1.1499,1,54
0.68327,0,54
0.65001,0,55
0.58319,0,55
1.4664,1,55
1.5665,0,56
0.61654,0,56
0.83323,0,57
0.94973,1,57
1.6996,0,58
4.2487,0,58
1.1332,0,58
5.5651,0,59
1.483,1,59
0.46652,0,59
1.4164,0,60
0.71648,0,60
0.66663,1,60
0.63316,0,61
2.2661,0,61
1.433,0,61
1.3997,0,62
1.3497,1,62
