1.583,0,1
1.5829,0,1
1.3996,0,1
1.1832,0,1
1.1999,0,1
1.1664,0,1
0.99992,0,2
2.1496,0,2
2.3328,0,3
1.0998,0,3
1.4329,0,3
1.9997,0,3
1.0999,0,3
1.1999,0,4
1.1833,0,4
1.0332,0,4
0.66667,0,4
0.73333,0,5
0.6835,0,5
0.46656,0,5
0.98323,0,6
0.98323,0,6
1.9496,1,6
0.68334,0,6
2.1661,0,6
1.4164,0,6
1.0497,1,6
1.6497,0,7
0.99977,0,7
1.3164,0,7
0.76666,1,7
0.76664,0,7
1.6329,0,7
0.98312,0,7
0.74983,0,7
0.7833,1,7
0.65001,0,7
0.43342,0,7
1.0501,0,8
0.98309,0,8
1.8329,1,8
0.71653,0,8
0.36684,0,8
0.30003,0,8
1.1166,0,9
0.84994,1,9
1.0665,0,10
0.96644,0,10
0.5334,0,10
0.91645,0,11
0.85004,1,11
0.53328,0,11
1.4999,0,12
0.8998,0,12
0.61659,0,12
1.1165,1,12
0.48349,0,12
0.53331,0,12
0.93325,0,13
1.0332,1,13
0.73323,0,13
0.83332,0,14
1.583,0,14
1.0832,0,14
0.7665,1,14
1.0997,0,14
0.41673,0,15
1.3331,0,15
0.71662,1,15
1.5663,0,16
0.91653,0,16
0.90021,0,16
0.80006,1,16
1.0497,0,16
0.71664,0,17
1.0664,0,17
1.733,1,17
0.88315,0,17
0.43344,0,18
0.60004,0,18
1.4664,1,18
1.1165,0,18
1.1665,0,18
0.81655,0,18
0.83327,0,18
1.733,0,18
0.74998,1,18
0.016908,0,18
0.68334,0,18
0.53343,0,18
0.8165,1,18
0.96642,0,18
0.68321,0,18
0.65001,0,18
0.5334,1,18
1.0499,0,18
0.59991,0,18
0.84984,0,19
0.63337,1,19
0.78317,0,19
1.0498,0,19
0.9165,0,19
0.68335,0,20
1.0666,0,20
1.183,1,20
0.74981,0,20
0.83316,0,20
1.783,0,21
1.1332,0,21
0.96643,1,21
0.78338,0,21
0.54993,0,21
0.89983,0,22
1.1332,1,22
0.8998,0,22
0.61667,0,22
0.70012,0,23
1.1332,1,23
1.183,0,23
0.50013,0,24
0.61653,0,24
0.66663,0,24
1.5664,1,24
0.71653,0,25
1.583,0,25
0.63333,0,25
1.5165,0,25
1.4164,1,25
0.8333,0,26
0.86647,0,26
1.0831,0,27
1.0001,0,27
1.1664,1,27
0.78348,0,28
1.1165,0,28
1.3831,0,28
1.1499,0,29
1.0665,1,29
0.78319,0,30
0.8666,0,30
1.25,0,31
0.78348,1,31
1.4664,0,32
0.91659,0,32
1.7497,0,33
0.76665,1,33
0.78317,0,34
1.0166,0,34
0.73332,0,34
1.1498,0,35
0.76667,1,35
1.0668,0,35
2.7327,0,35
0.53339,0,35
0.9831,0,36
0.76655,1,36
0.63338,0,36
0.96644,0,37
1.2663,0,37
0.88326,0,38
1.483,0,38
0.76652,0,38
0.96644,1,38
1.0497,0,38
0.81662,0,39
1.1331,0,39
2.216,0,40
0.93324,0,40
0.96659,1,40
0.85004,0,41
1.0667,0,41
0.83317,0,42
1.1832,1,42
1.783,0,43
1.233,0,43
0.84982,0,43
0.8834,0,44
0.86685,1,44
0.91657,0,45
1.2499,0,45
1.1497,0,46
1.8994,1,46
0.84994,0,46
0.86663,0,47
2.0327,0,47
1.3829,1,47
1.9498,0,48
1.3663,0,48
1.0665,0,48
1.7162,1,48
1.2998,0,48
1.4496,0,48
1.8329,0,49
0.7666,1,49
0.8333,0,49
1.0164,0,50
1.1998,0,50
2.0162,0,50
1.1165,0,51
0.6832,1,51
0.60017,0,52
