1.583,0,1
2.0331,0,1
2.416,0,1
2.6326,0,1
2.8492,0,2
3.3491,0,2
1.183,0,2
1.3996,0,2
2.0995,0,2
1.0664,0,2
2.5327,0,3
1.4331,0,3
1.7663,0,3
1.4664,0,3
1.3663,0,3
2.1161,0,3
1.8828,0,4
1.9997,0,4
1.3831,0,4
1.2665,0,4
1.2666,0,5
2.3328,0,5
2.366,0,5
2.6827,0,6
1.9998,0,6
1.7996,0,6
1.8328,0,6
1.3331,0,6
0.99994,0,6
0.84983,1,6
4.4654,0,6
0.76666,0,6
1.0498,0,6
0.9666,1,6
2.5493,0,6
0.86664,0,6
1.0667,0,6
1.5997,1,6
3.4989,0,6
1.9495,0,6
3.7822,0,6
1.783,0,6
2.4161,1,6
0.78332,0,6
1.3664,0,6
4.3153,0,6
2.3827,0,6
2.8991,0,6
1.6999,0,7
0.89991,0,7
1.8828,0,7
1.1665,1,7
1.2665,0,8
1.1167,0,8
0.79986,0,8
1.7331,0,9
1.7997,1,9
1.5664,0,10
1.2998,0,10
2.4661,0,10
1.7497,0,10
0.4501,0,10
3.4324,1,10
0.78337,0,11
0.31682,0,11
0.66671,0,11
0.96687,0,12
0.59997,0,12
0.54992,1,12
0.90007,0,13
0.45001,0,13
5.5149,0,13
1.3332,0,14
0.76668,0,14
2.0329,1,14
1.8495,0,14
1.633,0,14
0.96656,0,15
0.61675,0,15
1.6498,1,15
1.6829,0,16
0.50018,0,16
7.8642,0,16
3.8321,0,16
1.1499,1,16
1.0165,0,16
0.58354,0,16
3.2323,0,17
2.3493,1,17
1.7995,0,17
2.5325,0,17
1.833,0,17
2.516,1,17
1.3831,0,17
2.2661,0,17
1.9161,0,17
3.2658,1,17
3.9155,0,17
1.1665,0,17
3.7488,0,17
0.6004,0,17
2.2993,1,17
1.1332,0,17
0.89999,0,18
0.78331,0,18
1.1833,1,18
1.9829,0,18
1.1499,0,18
0.94997,0,18
0.56663,0,18
6.1314,0,18
1.5163,1,18
1.6997,0,18
2.4993,0,19
0.51678,0,19
1.2832,0,20
1.3832,1,20
0.9,0,21
0.81647,0,21
7.1312,0,21
1.0665,0,21
0.74989,0,21
2.2163,1,21
0.91659,0,22
2.6992,0,22
2.1663,0,22
0.93327,0,23
2.2161,1,23
0.61669,0,23
0.91662,0,24
0.78324,0,24
0.91661,0,25
5.6984,1,25
2.0161,0,25
0.96641,0,25
0.60005,0,25
1.7832,0,26
0.9831,1,26
0.93329,0,26
0.89994,0,26
0.86682,0,27
3.1492,1,27
0.76668,0,28
1.0666,0,28
0.86668,0,29
1.3998,1,29
0.83347,0,29
1.2664,0,30
1.2831,0,30
4.9651,1,30
0.86653,0,31
0.40011,0,31
0.78348,0,32
0.48344,1,32
0.70007,0,33
0.50013,0,33
0.61656,0,34
2.2827,1,34
0.86658,0,35
0.68337,0,35
0.5666,0,36
1.1665,1,36
0.68323,0,36
0.69991,0,37
1.0167,0,37
0.86667,0,38
2.0329,1,38
2.4327,0,39
3.2825,0,39
1.3998,0,39
0.63337,0,40
0.55026,0,40
0.88332,1,40
1.8996,0,40
1.383,0,41
0.33374,0,41
1.1332,0,41
1.0331,0,42
0.31686,0,42
1.1832,1,42
0.56672,0,42
2.3493,0,42
2.4161,0,43
3.8653,1,43
3.4991,0,43
1.7164,0,44
0.33347,0,44
1.9495,1,44
1.2663,0,45
1.9661,0,45
0.5833,0,45
1.2164,0,46
3.8156,1,46
1.2997,0,46
1.1331,0,47
1.033,0,47
3.3824,1,47
1.0998,0,47
