0.78335,0,1
0.45013,0,1
0.93332,0,1
0.83327,0,1
0.81658,0,2
0.55004,0,2
0.74972,0,3
0.41668,0,3
0.66661,0,4
0.61658,0,4
0.94997,0,5
0.58329,0,5
0.7667,0,5
0.76663,0,5
0.59996,1,5
1.283,0,5
0.6332,0,5
0.59995,0,6
0.51661,0,6
0.70009,0,6
0.46674,0,6
0.48337,1,6
0.56684,0,6
0.43342,0,6
0.70001,0,7
0.50009,1,7
0.51665,0,7
0.86643,0,8
0.48335,0,8
0.74999,0,9
0.35001,0,9
0.64993,0,10
0.36672,0,10
0.88333,0,11
0.38349,1,11
0.69993,0,11
0.48339,0,11
0.50012,0,12
0.48344,0,12
0.55009,0,12
0.41667,0,12
0.59993,1,12
0.4501,0,12
0.8166,0,12
0.45002,0,12
0.69986,0,13
0.50007,0,13
0.55016,0,14
0.48338,0,14
0.65004,0,15
0.55007,1,15
0.64987,0,15
0.51668,0,15
0.56665,0,16
0.55008,0,16
0.56671,1,16
0.73321,0,17
0.51682,0,17
0.5334,0,18
0.50008,1,18
0.40011,0,18
0.76654,0,19
0.50011,0,19
0.73333,0,20
0.70001,0,20
0.74987,1,20
0.44998,0,20
0.5501,0,21
0.51679,0,21
0.55014,1,21
0.48339,0,21
0.63349,0,22
0.61671,0,22
0.60012,1,22
0.51674,0,22
0.63325,0,23
0.39998,0,23
0.64999,0,24
0.46658,0,24
0.50007,0,25
0.4333,0,25
0.68341,0,26
0.55011,1,26
0.51676,0,26
2.0827,0,27
0.33349,0,27
0.58327,1,27
0.41678,0,27
0.65007,0,28
0.48355,0,28
0.46672,1,28
0.48327,0,28
0.61657,0,29
0.58334,0,29
0.55007,1,29
0.50006,0,29
0.63337,0,30
0.51674,0,30
0.5835,1,30
0.51678,0,30
0.53341,0,31
0.54995,0,31
0.53341,1,31
0.61689,0,31
0.79988,0,32
0.40006,0,32
0.58331,0,33
0.51659,0,33
0.58346,0,33
0.46658,0,33
0.50013,0,34
0.50008,1,34
0.51664,0,34
0.5334,0,34
0.56678,0,35
0.48344,0,35
0.5501,0,36
0.64992,0,36
0.5001,1,36
0.4668,0,36
0.48342,0,37
0.4667,0,37
0.46664,1,37
0.81636,0,37
0.64996,0,38
0.43328,0,38
0.5333,1,38
0.91673,0,38
0.48335,0,39
0.43345,0,39
0.65013,0,39
0.53334,0,39
0.36672,0,40
0.5,0,40
0.51663,1,40
0.51682,0,40
0.63335,0,41
0.51673,0,41
0.71676,1,41
0.41676,0,41
0.6167,0,42
0.6001,0,42
0.41662,1,42
0.7332,0,42
0.53336,0,43
0.45025,0,43
0.55009,1,43
0.70001,0,43
0.55006,0,44
0.75003,0,44
1.0665,0,44
0.41667,0,44
0.60005,0,45
0.91659,0,45
0.34999,0,46
0.46678,1,46
0.56644,0,47
0.41678,0,47
0.61667,0,48
0.50009,0,48
0.56672,0,49
0.48349,0,49
0.61658,0,50
0.43342,0,50
0.53339,1,50
0.48338,0,50
0.44997,0,50
0.45016,0,50
0.60006,0,51
0.48332,1,51
0.38333,0,51
0.46665,0,51
0.56656,0,51
0.53342,0,52
0.43335,1,52
0.6,0,52
0.40001,0,52
0.51665,0,53
0.46681,0,53
0.53341,0,54
0.49994,1,54
0.99988,0,54
0.35025,0,54
0.51673,0,55
0.48331,0,55
0.56663,0,56
0.41673,0,56
0.4001,0,57
0.53337,1,57
0.50005,0,57
0.61666,0,57
0.46662,0,58
