3_bG2_thresholddelay_mean 3_bG2_thresholddelay_std 3_bG2_thresholddelay_stderror 3_bG2_dist1vsdist2 3_bG2_graphid 2_bG1_thresholddelay_mean 2_bG1_thresholddelay_std 2_bG1_thresholddelay_stderror 2_bG1_dist1vsdist2 2_bG1_graphid 5_i2_thresholddelay_mean 5_i2_thresholddelay_std 5_i2_thresholddelay_stderror 5_i2_dist1vsdist2 5_i2_graphid 4_i1_thresholddelay_mean 4_i1_thresholddelay_std 4_i1_thresholddelay_stderror 4_i1_dist1vsdist2 4_i1_graphid 6_s1_thresholddelay_mean 6_s1_thresholddelay_std 6_s1_thresholddelay_stderror 6_s1_dist1vsdist2 6_s1_graphid 7_s2_thresholddelay_mean 7_s2_thresholddelay_std 7_s2_thresholddelay_stderror 7_s2_dist1vsdist2 7_s2_graphid
11.795565923617694 4.089569220086329 0.28917621276548233 0-or-2 3 18.226339976997366 9.383148952226165 0.6634888253002569 0-or-1 3 9.246683747108044 4.38113115444078 0.3097927548572723 1-or-3 3 18.171913415149426 5.28109487047593 0.3734297995003022 1-or-2 3 23.969563133186774 5.763514965877475 0.40754205158421153 1-or-2 3 0.0 0.0 0.0 2-or-2 3
