REINFORCE_mean REINFORCE_std REINFORCE_stderror REINFORCE_baseline_mean REINFORCE_baseline_std REINFORCE_baseline_stderror REINFORCE_modulated_mean REINFORCE_modulated_std REINFORCE_modulated_stderror actor_critic_TD_mean actor_critic_TD_std actor_critic_TD_stderror actor_critic_TD_modulatedActor_1degree_mean actor_critic_TD_modulatedActor_1degree_std actor_critic_TD_modulatedActor_1degree_stderror biased_random_walk_mean biased_random_walk_std biased_random_walk_stderror forward_learner_mean forward_learner_std forward_learner_stderror glaescher_hybrid_mean glaescher_hybrid_std glaescher_hybrid_stderror hybrid_FWD_SarsaLambda_mean hybrid_FWD_SarsaLambda_std hybrid_FWD_SarsaLambda_stderror hybrid_actorcritic_FWD_mean hybrid_actorcritic_FWD_std hybrid_actorcritic_FWD_stderror hybrid_modulated_mean hybrid_modulated_std hybrid_modulated_stderror hybrid_pspf_sarsaL_mean hybrid_pspf_sarsaL_std hybrid_pspf_sarsaL_stderror priosweep_particle_mean priosweep_particle_std priosweep_particle_stderror sarsaL_modulated_mean sarsaL_modulated_std sarsaL_modulated_stderror sarsa_lambda_mean sarsa_lambda_std sarsa_lambda_stderror
-1507.3157624616647 0.010637399384155177 0.0047571896253570745 -1507.2561343289462 0.2093669783225286 0.09363175915457976 -1507.6419154069183 0.9499724734367087 0.4248406054716187 -1504.9272094223488 0.1490189930630906 0.06664331968552803 -1506.3530687198217 5.032909337231694 2.250785480528696 -2485.6388078669324 1.3076658233894076e-5 5.8480593459038995e-6 -1966.892814272361 0.5753176365968883 0.2572898688170326 -1606.0347774643942 0.8830996743190541 0.394934180537066 -1567.0397603370554 3.205198740434186 1.4334084530015088 -1507.26640450478 0.8675583963638777 0.3879839097440673 -1583.2175621511865 9.285064997106572 4.152407301806837 -1582.3232453559801 5.291401256027395 2.366386580941005 -1963.9401285143038 7.831971363039855 3.50256407311776 -1572.222708931389 9.92815683488656 4.4400067148171 -1558.0332229123208 0.1318299451624657 0.05895614377066857
