meanlength stdlength selength weights
4.904761904761905 2.447544931247676 0.5340980911546649 21
7.428571428571429 4.717747646615157 1.0294969381101777 21
4.809523809523809 2.694792155603983 0.5880518588204033 21
3.9523809523809526 1.745743121887939 0.38095238095238093 21
5.761904761904762 4.357806350731545 0.9509513079136469 21
5.238095238095238 2.3001035173392066 0.501923736878147 21
4.190476190476191 2.11232212550661 0.46094647772685954 21
4.0476190476190474 1.774153050787628 0.38715193569862566 21
3.619047619047619 1.6874889770363088 0.36824028436535633 21
5.857142857142857 3.553670135025398 0.7754743994598965 21
3.761904761904762 1.9976176286957898 0.4359159044322213 21
3.9047619047619047 2.1425396590206187 0.4675404841384219 21
3.857142857142857 1.651838802235687 0.36046077843382024 21
3.2857142857142856 0.9561828874675149 0.20865621238292043 21
3.857142857142857 1.9566735620873066 0.4269811765992361 21
3.857142857142857 1.1084094137869043 0.24187476379429135 21
3.5714285714285716 1.2478553029669976 0.27230435153325333 21
3.0 1.0 0.2182178902359924 21
3.857142857142857 2.0805219125429626 0.4540071023448772 21
3.3333333333333335 1.4259499757471625 0.3111677952896103 21
3.380952380952381 1.499206139134658 0.32715360071081273 21
4.761904761904762 3.8717536324611603 0.8448859091892144 21
4.190476190476191 2.315578709935113 0.5053007007574213 21
3.4761904761904763 1.569045812557671 0.3423938668999533 21
3.761904761904762 1.813966976126134 0.3958400464880077 21
3.8095238095238093 2.1358615970855324 0.4660832115520821 21
3.380952380952381 1.321975433818287 0.28847869011163735 21
3.1904761904761907 0.9807674351775562 0.21402100051661174 21
3.142857142857143 1.4589624493356328 0.31837170762755773 21
3.0952380952380953 0.9436504599035548 0.20592141248037765 21
3.4285714285714284 1.804755622554715 0.39382996434543494 21
3.2857142857142856 0.956182887467515 0.20865621238292045 21
3.1904761904761907 0.980767435177556 0.21402100051661171 21
2.8095238095238093 1.1233453440081378 0.24513405097588092 21
3.7142857142857144 1.3835771443203715 0.30192128541233065 21
3.3333333333333335 1.390443574307614 0.30341966327759984 21
3.2857142857142856 0.8451542547285166 0.18442777839082938 21
3.142857142857143 1.2761549390929883 0.27847983842311325 21
3.0952380952380953 1.1359912809859902 0.2478936206632452 21
3.1904761904761907 1.2090925365350502 0.2638456224227632 21
3.380952380952381 1.321975433818287 0.28847869011163735 21
3.142857142857143 1.1084094137869043 0.24187476379429135 21
3.4761904761904763 1.1670067531530235 0.25466175156420834 21
3.25 1.4095538674570611 0.31518582655817173 20
3.4444444444444446 1.7225911474978353 0.4060186272025452 18
3.1666666666666665 1.2485285456935957 0.2942810003883066 18
3.111111111111111 1.2313975269103985 0.290243180538229 18
3.7058823529411766 1.7235394498804244 0.41801971775152624 17
2.9375 1.3400870618483463 0.33502176546208656 16
3.1333333333333333 0.7432233529572065 0.19189944456771318 15
2.8461538461538463 1.0681880176381127 0.2962620514946498 13
3.5833333333333335 1.2401124093721456 0.35798961668820184 12
3.1818181818181817 0.7507571935295483 0.2263618108725224 11
2.6666666666666665 1.118033988749895 0.37267799624996495 9
3.5 0.7559289460184544 0.26726124191242434 8
3.375 0.5175491695067657 0.18298126367784995 8
2.2857142857142856 0.48795003647426655 0.18442777839082936 7
3.0 1.1547005383792515 0.4364357804719847 7
2.2 0.4472135954999579 0.19999999999999998 5
2.5 0.5773502691896257 0.28867513459481287 4
