3_bG2_thresholddelay_mean 3_bG2_thresholddelay_std 3_bG2_thresholddelay_stderror 3_bG2_dist1vsdist2 3_bG2_graphid 2_bG1_thresholddelay_mean 2_bG1_thresholddelay_std 2_bG1_thresholddelay_stderror 2_bG1_dist1vsdist2 2_bG1_graphid 5_i2_thresholddelay_mean 5_i2_thresholddelay_std 5_i2_thresholddelay_stderror 5_i2_dist1vsdist2 5_i2_graphid 4_i1_thresholddelay_mean 4_i1_thresholddelay_std 4_i1_thresholddelay_stderror 4_i1_dist1vsdist2 4_i1_graphid 6_s1_thresholddelay_mean 6_s1_thresholddelay_std 6_s1_thresholddelay_stderror 6_s1_dist1vsdist2 6_s1_graphid 7_s2_thresholddelay_mean 7_s2_thresholddelay_std 7_s2_thresholddelay_stderror 7_s2_dist1vsdist2 7_s2_graphid
6.413932109825437 2.231661288542889 0.15780228304401853 0-or-2 3 12.331705881364542 8.406433640845927 0.5944246233036873 0-or-1 3 10.555836427718019 4.334702250456089 0.30650973557220884 1-or-3 3 17.582526081622774 2.705419559499834 0.19130205164770547 1-or-2 3 25.13501620780477 5.193991537600082 0.36727066376625606 1-or-2 3 0.0 0.0 0.0 2-or-2 3
