4_bG1_thresholddelay_mean 4_bG1_thresholddelay_std 4_bG1_thresholddelay_stderror 4_bG1_dist1vsdist2 4_bG1_graphid 6_bG2_thresholddelay_mean 6_bG2_thresholddelay_std 6_bG2_thresholddelay_stderror 6_bG2_dist1vsdist2 6_bG2_graphid 2_i1_thresholddelay_mean 2_i1_thresholddelay_std 2_i1_thresholddelay_stderror 2_i1_dist1vsdist2 2_i1_graphid 3_s1_thresholddelay_mean 3_s1_thresholddelay_std 3_s1_thresholddelay_stderror 3_s1_dist1vsdist2 3_s1_graphid 5_i2_thresholddelay_mean 5_i2_thresholddelay_std 5_i2_thresholddelay_stderror 5_i2_dist1vsdist2 5_i2_graphid 7_s2_thresholddelay_mean 7_s2_thresholddelay_std 7_s2_thresholddelay_stderror 7_s2_dist1vsdist2 7_s2_graphid
4.264444289730628 2.6147512412040643 0.18489083337713358 0-or-3 1 4.554178066419309 2.3522269208573814 0.16632756066278068 0-or-2 1 20.194395237284404 6.324164651384027 0.44718597103339036 1-or-2 1 25.719300348550682 6.503273242234544 0.45985086094930705 1-or-2 1 0.0 0.0 0.0 1-or-1 1 0.0 0.0 0.0 2-or-2 1
