REINFORCE_modulated_mean REINFORCE_modulated_std REINFORCE_modulated_stderror actor_critic_TD_modulatedActor_1degree_mean actor_critic_TD_modulatedActor_1degree_std actor_critic_TD_modulatedActor_1degree_stderror hybrid_actorcritic_FWD_BF_mean hybrid_actorcritic_FWD_BF_std hybrid_actorcritic_FWD_BF_stderror sarsaL_modulated_mean sarsaL_modulated_std sarsaL_modulated_stderror
-1507.2170144949635 1.1042110065171893 0.49381817441517967 -1508.2051151509702 1.454082146034709 0.6502853046804772 -1508.4743183964151 3.229501580098863 1.4442770133088079 -1562.6550168533454 10.481523032727502 4.687479601781689
