4_bG1_thresholddelay_mean 4_bG1_thresholddelay_std 4_bG1_thresholddelay_stderror 4_bG1_dist1vsdist2 4_bG1_graphid 6_bG2_thresholddelay_mean 6_bG2_thresholddelay_std 6_bG2_thresholddelay_stderror 6_bG2_dist1vsdist2 6_bG2_graphid 2_i1_thresholddelay_mean 2_i1_thresholddelay_std 2_i1_thresholddelay_stderror 2_i1_dist1vsdist2 2_i1_graphid 3_s1_thresholddelay_mean 3_s1_thresholddelay_std 3_s1_thresholddelay_stderror 3_s1_dist1vsdist2 3_s1_graphid 5_i2_thresholddelay_mean 5_i2_thresholddelay_std 5_i2_thresholddelay_stderror 5_i2_dist1vsdist2 5_i2_graphid 7_s2_thresholddelay_mean 7_s2_thresholddelay_std 7_s2_thresholddelay_stderror 7_s2_dist1vsdist2 7_s2_graphid
7.116278823503497 2.445164644232842 0.17289925010546345 0-or-3 1 10.45112744508599 6.238108365035727 0.44110087266932896 0-or-2 1 24.203217173818814 4.588719114625214 0.32447144029118197 1-or-2 1 26.002145514955068 4.532064694212418 0.32046536780537377 1-or-2 1 0.0 0.0 0.0 1-or-1 1 0.0 0.0 0.0 2-or-2 1
