meanlength stdlength selength weights
8.0 6.457553716385176 1.409153748075165 21
4.190476190476191 2.3583690894142846 0.5146383270897636 21
3.8095238095238093 2.561621510275232 0.5589916415553976 21
3.5238095238095237 1.470341716032284 0.3208548671985336 21
5.333333333333333 4.704607670500627 1.0266295602447135 21
6.571428571428571 5.172730696367525 1.1287823793202771 21
4.142857142857143 2.7255405754769875 0.5947617141331808 21
3.5238095238095237 1.53684897172909 0.33536794022207633 21
3.380952380952381 1.321975433818287 0.28847869011163735 21
3.3333333333333335 1.1972189997378648 0.261254604273242 21
3.3333333333333335 1.2780193008453877 0.27888667551135854 21
3.619047619047619 1.8021151593666394 0.39325376803928724 21
3.380952380952381 1.2031704150364766 0.26255330956362327 21
3.857142857142857 2.743824234270743 0.5987515355809488 21
4.0476190476190474 2.085094493690645 0.4550049213558573 21
4.142857142857143 1.740279123753264 0.3797600388071788 21
4.142857142857143 3.1190657942036792 0.6806359571183769 21
5.333333333333333 4.163331998932266 0.9085135251589961 21
3.1904761904761907 1.0779168622415933 0.23522074352816133 21
3.7142857142857144 1.5856499343441837 0.34601718332542764 21
3.4285714285714284 1.2478553029669974 0.2723043515332533 21
3.2857142857142856 1.1892374507581378 0.2595128874940707 21
3.380952380952381 1.6874889770363088 0.36824028436535633 21
3.0 0.9486832980505138 0.20701966780270625 21
3.5714285714285716 1.2478553029669974 0.2723043515332533 21
2.8095238095238093 0.6796357567879738 0.14830868097521369 21
2.8095238095238093 0.6796357567879738 0.14830868097521369 21
2.6666666666666665 0.6582805886043833 0.14364860122855577 21
2.9047619047619047 0.7003400534570263 0.1528267289131544 21
2.857142857142857 0.8535639569308375 0.18626292586293283 21
2.7142857142857144 0.7171371656006361 0.15649215928719032 21
2.619047619047619 0.7400128699009549 0.1614840472172683 21
2.9523809523809526 0.9734572654303051 0.21242579069709963 21
3.0476190476190474 1.0712698295103096 0.23377024206921102 21
3.142857142857143 1.1952286093343936 0.2608202654786505 21
3.0952380952380953 0.768424485864545 0.16768397011103817 21
3.5714285714285716 1.8860389330930731 0.4115674368825124 21
3.0476190476190474 1.023532631438318 0.22335313142016333 21
3.142857142857143 1.6212869667555554 0.3537938213525088 21
3.3333333333333335 1.2382783747337807 0.2702144944592592 21
3.1904761904761907 0.9807674351775562 0.21402100051661174 21
3.0 1.5811388300841898 0.3450327796711771 21
3.2857142857142856 1.1464230084422216 0.25017001022026086 21
2.85 0.9880869341680844 0.2209429552479196 20
3.2 1.5423836644690752 0.3448874721138079 20
2.85 1.2258187382102497 0.2741014026731137 20
3.15 0.9880869341680844 0.2209429552479196 20
3.0 1.1055415967851334 0.25362863675089403 19
2.9411764705882355 1.1440382552221602 0.27747003329578246 17
3.1176470588235294 0.9275204136012632 0.22495674324674045 17
2.8 0.8618916073713347 0.22253945610567474 15
3.0 0.8770580193070292 0.2344036154692477 14
2.5714285714285716 0.646206172658864 0.17270586423628254 14
3.0 0.6666666666666666 0.21081851067789192 10
2.7777777777777777 0.6666666666666667 0.22222222222222224 9
2.5555555555555554 0.5270462766947299 0.17568209223157663 9
2.888888888888889 0.7817359599705717 0.26057865332352387 9
2.857142857142857 0.6900655593423541 0.2608202654786505 7
2.6 0.5477225575051661 0.24494897427831777 5
3.0 0.0 0.0 3
