hybrid_pspf_sarsaL_mean hybrid_pspf_sarsaL_std hybrid_pspf_sarsaL_stderror priosweep_particle_mean priosweep_particle_std priosweep_particle_stderror
-1580.2421565557743 14.598033007601606 6.528438828556578 -1950.424812529615 13.466949496377266 6.022602904691225
