mean_rt_surprise std_rt_surprise se_rt_surprise mean_rt_nonsurprise std_rt_nonsurprise se_rt_nonsurprise
1.634232143616745 0.49501210025048314 0.108020496157948 1.4724814679560887 0.5382494241869028 0.11745565376680367
